     43 -0800
     45 -0800
     46 -0700
     93 -0700
     37 -0600
      1 -0500
      5 -0500
     18 -0400
      1 +0000
    125 +0000
     81 +0100
     93 +0200
      1 +0300
      1 +0400
      6 +0530
      4 +0800
