    505 -0800
    120 -0800
    867 -0700
    276 -0700
    432 -0600
      2 -0500
    127 -0500
      1 -0430
    277 -0400
     27 -0300
      1 +0000
    682 +0000
     20 +0100
    807 +0100
     16 +0200
   1456 +0200
     35 +0300
     35 +0500
      5 +0530
      4 +0800
     11 +0800
      3 +1000
