     18 2013-10
     20 2013-11
     16 2013-12
     35 2014-01
     28 2014-02
     34 2014-03
     41 2014-04
     45 2014-05
     15 2014-06
     23 2014-07
     12 2014-08
      8 2014-09
     39 2014-10
     15 2014-11
     13 2014-12
     23 2015-01
     27 2015-02
     31 2015-03
     43 2015-04
     42 2015-05
     49 2015-06
     40 2015-07
     17 2015-08
     22 2015-09
     32 2015-10
     50 2015-11
     30 2015-12
     26 2016-01
     46 2016-02
      1 2016-03
