M	#696	2015/11/04	"Lars Kiesow"	"MH-11201, Remove Duplicated Maven Assembly Plug-in"	lkiesow/matterhorn	t/MH-11201-maven-assembly-plug…	r/2.1.x	"Tobias M Schiebeck (117)"
M	#695	2015/11/04	"Basil Brunner"	"Crowdin integration"	entwinemedia/matterhorn	t/MH-11197-crowdin-integration…	r/2.0.x	"Lars Kiesow (122)"
M	#694	2015/11/04	"Basil Brunner"	"Crowdin integration"	entwinemedia/matterhorn	t/MH-11197-crowdin-integration…	r/2.1.x	"Lars Kiesow (122)"
	#693	2015/11/03	"Karen Dolan"	"MH-11195 An optional param to retrieve series that match …"	opencast-community/matterhorn	f/MH-11195-Optional-fuzzy-seri…	r/1.7.x	"Rüdiger Rolf (121)"
	#693	2015/11/03	"Karen Dolan"	"MH-11195 An optional param to retrieve series that match …"	opencast-community/matterhorn	f/MH-11195-Optional-fuzzy-seri…	r/1.7.x	"Rüdiger Rolf (121)"
M	#692	2015/11/03	"Lars Kiesow"	"MH-11196, Fix REST Docs UI"	lkiesow/matterhorn	t/MH-11196-rest-docs	r/2.1.x	"Tobias M Schiebeck (117)"
M	#691	2015/11/03	"Lars Kiesow"	"MH-11031, Fix File Ingest Through Inbox"	lkiesow/matterhorn	t/MH-11031-inbox	r/2.1.x	"Lukas Rohner (113)"
M	#690	2015/11/01	"Lars Kiesow"	"MH-11178, Prevent FFmpeg AAC Encoder Bug"	lkiesow/matterhorn	t/MH-11178-aac-coder-fast-16	r/1.6.x	"Lukas Rohner (113)"
M	#689	2015/11/01	"Lars Kiesow"	"MH-11178, Prevent FFmpeg AAC Encoder Bug"	lkiesow/matterhorn	t/MH-11178-aac-coder-fast	r/2.1.x	"Lukas Rohner (113)"
M	#688	2015/11/01	"Lars Kiesow"	"MH-11177, Fix Player OSGI Dependencies"	lkiesow/matterhorn	t/MH-11177-player-osgi-depende…	r/2.1.x	"Greg Logan (123)"
M	#687	2015/10/29	"Tobias M Schiebeck"	"MH-11132/MH-11131 i18n delete dialogue / confirm dialogue"	opencast-community/matterhorn	MH-11132-i18n-delete-dialogue	r/2.1.x	"Michael Stypa (128)"
M	#686	2015/10/29	"Michael Stypa"	"MH-11106 remove bogus event listener"	doofy/matterhorn	t/MH-11106-fix-group-editing-d…	r/2.1.x	"Lukas Rohner (113)"
M	#685	2015/10/29	"Lukas Rohner"	"MH-10986 [Fix] Solve issues with Scheduling around DST …"	entwinemedia/matterhorn	t/MH-10986-Scheduling-DST-Fail…	r/2.1.x	"Greg Logan (123)"
D	#684	2015/10/28	"Lukas Rohner"	"MH-10986 [Fix] Solve issues with Scheduling around DST …"	entwinemedia/matterhorn	t/MH-10986-Scheduling-DST-Fail…	r/2.1.x	
M	#683	2015/10/28	"Rüdiger Rolf"	"MH-11144 updated documentation to refer to property …"	opencast-community/matterhorn	t/MH-11144-mediamodule-logo-do…	r/2.1.x	"Basil Brunner (113)"
M	#682	2015/10/26	"Lars Kiesow"	"MH-11135, Add Release Manager Docs"	lkiesow/matterhorn	t/MH-11135-release-manager-doc…	r/2.1.x	"Greg Logan (81)"
M	#681	2015/10/26	"Rüdiger Rolf"	"T/mh 11110 ffmpeg editor bugfixes 2.0"	opencast-community/matterhorn	t/MH-11110-ffmpeg-editor-bugfi…	r/2.0.x	"Greg Logan (130)"
M	#680	2015/10/26	"Rüdiger Rolf"	"MH-11110 ffmpeg editor bugfixes 2.1"	opencast-community/matterhorn	t/MH-11110-ffmpeg-editor-bugfi…	r/2.1.x	"Greg Logan (130)"
M	#679	2015/10/26	"Lars Kiesow"	"MH-11125, Transition from Matterhorn to Opencast"	lkiesow/matterhorn	t/MH-11125-matterhorn-to-openc…	r/2.1.x	"Tobias M Schiebeck (131)"
M	#678	2015/10/23	"Lars Kiesow"	"MH-11102, WebConsole Access Control"	lkiesow/matterhorn	t/MH-11102-webconsole-access	r/2.1.x	"Basil Brunner (113)"
M	#677	2015/10/23	"Lars Kiesow"	"MH-11120, Several Services Fail During Shutdown"	lkiesow/matterhorn	t/MH-11120-service-shutdown-er…	r/2.1.x	"Tobias M Schiebeck (131)"
M	#676	2015/10/23	"Lars Kiesow"	"MH-11118, Adjust 3rd Party Tool Version Requirements"	lkiesow/matterhorn	t/MH-11118-requirements-2.1	r/2.1.x	"Tobias M Schiebeck (131)"
M	#675	2015/10/23	"Lars Kiesow"	"MH-10651, Fix Workspace Cleaner maxAge Unit"	lkiesow/matterhorn	t/MH-10651-workspace-cleanup-1…	r/1.6.x	"Lukas Rohner (131)"
M	#674	2015/10/23	"Lars Kiesow"	"MH-10651, Fix Workspace Cleaner Configuration"	lkiesow/matterhorn	t/MH-10651-workspace-cleanup	r/2.1.x	"Lukas Rohner (131)"
M	#673	2015/10/22	"Lars Kiesow"	"MH-11114, Remove System.out.println from FileReadDeleteTest"	lkiesow/matterhorn	t/MH-11114-replace-println-wit…	r/2.1.x	"Lukas Rohner (130)"
M	#672	2015/10/22	"Karen Dolan"	"MH-11113 add recording date to free text search"	opencast-community/matterhorn	t/MH-11113-searchIndexCreatedV…	develop	"Waldemar Smirnow (131)"
M	#671	2015/10/22	"Karen Dolan"	"MH-11113 add recording date to free text search"	opencast-community/matterhorn	t/MH-11113-searchIndexCreatedV…	r/1.7.x	"Waldemar Smirnow (131)"
M	#670	2015/10/22	"Lars Kiesow"	"MH-11111, Formatting issues in Theodul Pass Player Docs"	lkiesow/matterhorn	t/MH-11111-player-docs-formatt…	r/2.1.x	"Greg Logan (123)"
M	#669	2015/10/20	"Michael Stypa"	"MH-11096 Errors when loading admin-ng login page"	doofy/matterhorn	MH-11096-errors-when-loading-a…	r/2.1.x	"Lukas Rohner (129)"
M	#668	2015/10/16	"Lars Kiesow"	"MH-11095, Make assemblies more user friendly"	lkiesow/matterhorn	t/MH-11095-karaf-build	r/2.1.x	"Tobias M Schiebeck (137)"
M	#667	2015/10/16	"Rüdiger Rolf"	"MH-11094 fixed problem that occured because of wrong merge …"	opencast-community/opencast-osnabrueck-fork	t/MH-11094-theodul-merge-error…	r/2.1.x	"Greg Logan (137)"
M	#666	2015/10/15	"Rüdiger Rolf"	"MH-11088 fixed syntax of translation JSON files for theodul …"	opencast-community/matterhorn	f/MH-10813-theodul-view-modes	r/2.1.x	"Greg Logan (137)"
M	#665	2015/10/14	"Lars Kiesow"	"Updated docs.opencast.org for 2.1"	lkiesow/matterhorn	docs.opencast.org	r/2.1.x	"Greg Logan (137)"
M	#664	2015/10/13	"Michael Stypa"	"MH-11046 Fix table filter profile loading and test"	doofy/matterhorn	t/MH-11046-tablefilter-loadpro…	r/2.1.x	"Basil Brunner (113)"
M	#663	2015/10/12	"Lars Kiesow"	"MH-11086, Shorten Log Messages"	lkiesow/matterhorn	t/MH-11086-long-logs	r/2.1.x	"Greg Logan (138)"
M	#662	2015/10/12	"Lars Kiesow"	"MH-11085, Ensure bundle cache is cleared"	lkiesow/matterhorn	t/MH-11085-bundle-cache	r/2.1.x	"Edmore Moyo (144)"
M	#661	2015/10/12	"Lars Kiesow"	"MH-11058, Update Karaf to 3.0.5"	lkiesow/matterhorn	t/karaf-update-3.0.5	r/2.1.x	"Tobias M Schiebeck (137)"
M	#660	2015/10/08	kkeppens	"increase solr read and connect timeout to 5 seconds to …"	kkeppens/matterhorn	fix/solrtimeouts	r/1.6.x	"Greg Logan (149)"
M	#659	2015/10/07	"Lars Kiesow"	"Code Clean-Up"	lkiesow/matterhorn	t/MH-11083-code-cleanup	r/2.1.x	"Greg Logan (138)"
M	#658	2015/10/07	"Karen Dolan"	"MH-10958 only cancel jobs running on the host that is being …"	opencast-community/matterhorn	t/MH-10958-restarted-node-fail…	r/2.1.x	"Lars Kiesow (144)"
M	#657	2015/10/05	"Tobias Wunden"	"MH-11068 [bugfix] Added the ddl scripts for the …"	twunden/matterhorn	MH-11068-bundle-info-tables	r/2.0.x	"Edmore Moyo (152)"
D	#656	2015/10/03	"Tobias Wunden"	"MH-11068 Added table ""mh_bundleinfo"""	twunden/matterhorn	opencast/t/MH-11068-table-bund…	r/2.0.x	
D	#655	2015/09/30	"Tobias Wunden"	"MH-11068 [bugfix] Added the SQL update script"	twunden/matterhorn	opencast/t/MH-11068-table-bund…	develop	"Edmore Moyo (156)"
M	#654	2015/09/29	"Xavier Butty"	"MH-11074 [Fix] Tests for DST are failing in certain …"	entwinemedia/matterhorn	t/MH-11074-New-Event-DST-Tests…	develop	"Greg Logan (156)"
M	#653	2015/09/29	"Xavier Butty"	"MH-11072 - Enhance validation in the ACL editor"	entwinemedia/matterhorn	t/MH-11072-ACL-editor-validati…	r/2.1.x	"Rüdiger Rolf (157)"
M	#652	2015/09/29	"Xavier Butty"	"MH-11071 [Fix] Add reload function for tabs related to …"	entwinemedia/matterhorn	t/MH-11071-Reload-resources	develop	"Rüdiger Rolf (157)"
M	#651	2015/09/29	"Xavier Butty"	"MH-11070 [Fix] Block dropdown when model is processed."	entwinemedia/matterhorn	t/MH-11070-Dropdown-conflicts	develop	"Rüdiger Rolf (157)"
M	#650	2015/09/29	"Xavier Butty"	"MH-11069 [Fix] Remove duplicated notifications container."	entwinemedia/matterhorn	t/MH-11069-New-series-notifica…	r/2.1.x	"Greg Logan (158)"
M	#649	2015/09/28	"Karen Dolan"	"MH-11067 fix mysql 1.6 and 2.0.1 upgrade script"	opencast-community/matterhorn	t/MH-11067-mysql-ddl-upgrade-2…	r/2.0.x	"Edmore Moyo (155)"
M	#648	2015/09/23	"Lars Kiesow"	"MHDOC, Fix User and Group Id"	lkiesow/matterhorn	uid-gid-docs	r/2.0.x	
M	#647	2015/09/23	"Michael Stypa"	"MH-11055 A Dashboard for OpenCast Admin-UI-ng"	doofy/matterhorn	f/MH-11055-a-dashboard-for-ope…	develop	"Edmore Moyo (159)"
D	#646	2015/09/23	"Michael Stypa"	"MH-11059 ActiveMQ settings filename fix (develop)"	doofy/matterhorn	t/MH-11059-activemq-settings-f…	develop	"Greg Logan (158)"
M	#645	2015/09/23	"Michael Stypa"	"MH-11060 ActiveMQ settings filename fix (r/2.0.x)"	doofy/matterhorn	t/MH-11060-activemq-settings-f…	r/2.0.x	
M	#644	2015/09/18	"Rüdiger Rolf"	"MH-11053 videoeditor and silencedetection with ffmpeg"	opencast-community/opencast-osnabrueck-fork	o/mh16-videoeditor-silencedete…	r/1.6.x	"Greg Logan (163)"
M	#643	2015/09/17	"Simon Hötten"	"OS X installation guide"	shoetten/matterhorn-fork	osx-guide	r/2.0.x	
M	#642	2015/09/16	"Lars Kiesow"	"MH-11051, Fix WOH Documentation"	lkiesow/matterhorn	t/MH-11051-woh-docs	r/2.0.x	"Greg Logan (158)"
M	#641	2015/09/14	"Tobias Wunden"	"Improved documentation around the zip workflow operation …"	opencast-community/matterhorn	twunden/zipwohmd-edited-online…	develop	"Lars Kiesow (172)"
M	#640	2015/09/10	"Michael Stypa"	"MH-11048 Remove unused html2canvas import"	doofy/matterhorn	t/MH-11048-html2canvas-missing…	r/2.0.x	"Greg Logan (170)"
M	#639	2015/09/07	"Lars Kiesow"	"MH-11045, Cover Image WOH Fails Due to Hardcoded Paths"	lkiesow/matterhorn	t/MH-11045-cover-image-woh-con…	develop	"Edmore Moyo (171)"
M	#638	2015/09/04	"Michael Stypa"	"MH-11041 new nexus infrastructure (1.6.x)"	doofy/matterhorn	t/MH-11041-New-Nexus-Infrastru…	r/1.6.x	"Greg Logan (172)"
M	#637	2015/09/04	"Michael Stypa"	"MH-11041 new nexus infrastructure (2.0.x)"	doofy/matterhorn	t/MH-11041-New-Nexus-Infrastru…	r/2.0.x	"Greg Logan (172)"
D	#636	2015/09/03	"Ruben Perez Vazquez"	"t/MH-11040 retraction with stream security"	uni-koeln/matterhorn-uni-k-ln	t/MH-11040-retraction-with-str…	r/1.6.x	
D	#635	2015/09/03	"Ruben Perez Vazquez"	"t/MH-11040: Retract with stream security (2.x)"	uni-koeln/matterhorn-uni-k-ln	t/MH-11040-retract-with-stream…	r/2.0.x	
M	#634	2015/09/01	"Lars Kiesow"	"MHDOC, Fix ActiveMQ Configuration File Names"	lkiesow/matterhorn	docs-activemq-filename	r/2.0.x	"Edmore Moyo (186)"
M	#633	2015/08/26	"Lars Kiesow"	"MH-11038, Make ListProviderScanner Less verbose"	lkiesow/matterhorn	t/MH-11038-listprovider-verbos…	r/2.0.x	
M	#632	2015/08/25	"Lars Kiesow"	"MH-11036, Adapt Fast Testing Workflow for Admin NG"	lkiesow/matterhorn	f/MH-11036-fast-testing-for-ad…	develop	
M	#631	2015/08/25	"Lars Kiesow"	"Added Development Process Docs"	lkiesow/matterhorn	development-process-docs	r/2.0.x	"Ruben Perez Vazquez (193)"
D	#630	2015/08/24	"Karen Dolan"	"MH-10958 activating nodes cancel other node's ingest jobs"	opencast-community/matterhorn	t/MH-10958-restarted-node-fail…	develop	
M	#629	2015/08/21	"Greg Logan"	"MH-11012 Adding FFmpeg subtitle embedding support"	greg_logan/matterhorn	t/MH-11012-ffmpeg-subtitles	r/2.0.x	"Lars Kiesow (157)"
	#628	2015/08/15	"Adam McKenzie"	"MH-10729 - Adding Stream Security to add URL signing for …"	entwinemedia/matterhorn	f/MH-10729-stream-security-1.6…	r/1.7.x	
	#628	2015/08/15	"Adam McKenzie"	"MH-10729 - Adding Stream Security to add URL signing for …"	entwinemedia/matterhorn	f/MH-10729-stream-security-1.6…	r/1.7.x	
	#627	2015/08/13	"Lukas Rohner"	"MH-11014 Added several bugfixes and improvements for the …"	entwinemedia/matterhorn	f/MH-11014-adminui-improvement…	develop	"Lars Kiesow (200)"
M	#626	2015/08/13	"Lars Kiesow"	"MH-11026, Fix Invalid Links in User Guides"	lkiesow/matterhorn	t/MH-11026-invalid-links	r/2.0.x	"Greg Logan (204)"
M	#625	2015/08/13	"Lars Kiesow"	"MH-11026, Fix Invalid Links in User Guides"	lkiesow/matterhorn	t/MH-11026-invalid-links	develop	"Greg Logan (200)"
M	#624	2015/08/06	"Lukas Rohner"	"MH-11010 Include tenant URL to distribution artifacts to be …"	entwinemedia/matterhorn	f/MH-11010-distribution-tenant…	develop	"Greg Logan (31)"
M	#623	2015/08/05	"Lukas Rohner"	"MH-11009 Fixed creating the series solr input document"	entwinemedia/matterhorn	t/MH-11009-series-solr-2.1	r/2.1.x	"James Perrin (199)"
M	#622	2015/08/05	"Lukas Rohner"	"MH-11009 Fixed creating the series solr input document"	entwinemedia/matterhorn	t/MH-11009-series-solr-2.0	r/2.0.x	"James Perrin (199)"
M	#621	2015/08/05	"Lukas Rohner"	"MH-11008 Fixed series metadata handling by adding series …"	entwinemedia/matterhorn	t/MH-11008-missing-metadata-2.…	r/2.1.x	"James Perrin (199)"
M	#620	2015/08/05	"Lukas Rohner"	"MH-11008 Fixed series metadata handling by adding series …"	entwinemedia/matterhorn	t/MH-11008-missing-metadata-2.…	r/2.0.x	"James Perrin (199)"
M	#619	2015/08/04	"Ruben Perez Vazquez"	"MH-10992 Fix duplicate ""DEFAULT CHARSET=utf8"" in mysql …"	uni-koeln/matterhorn-uni-k-ln	t/MH-10992-mysql-charset	r/1.6.x	
M	#618	2015/08/03	"Rüdiger Rolf"	"MH-10813 theodul view modes"	opencast-community/matterhorn	f/MH-10813-theodul-view-modes	develop	"Greg Logan (170)"
M	#617	2015/07/30	"Greg Logan"	"MH-11007: Remove 3rd party tool script, and include …"	greg_logan/matterhorn	t/MH-11007-remove-3rd-party-to…	r/2.0.x	"Lars Kiesow (157)"
M	#616	2015/07/28	"Michael Stypa"	"MH-10637 hello world service"	doofy/matterhorn	t/MH-10637-hello-world-service	develop	"Greg Logan (204)"
M	#615	2015/07/28	"James Perrin"	"MH-10995, Added, config option to stop workflow stats …"	jperrin/matterhorn	t/MH-workflow-stats-2.0.1	r/2.0.x	"Rüdiger Rolf (214)"
M	#614	2015/07/28	"James Perrin"	"MH-10995, Added, config option to stop workflow stats …"	jperrin/matterhorn	t/MH-10995-workflow-stats	r/1.6.x	"Rüdiger Rolf (214)"
M	#613	2015/07/28	"Miguel Escriva"	"MH-10998 matterhorn-videosegmenter-ffmpeg was not getting …"	miesgre/matterhorn	t/MH-10998-ffmpeg-videosegment…	r/2.0.x	"Rüdiger Rolf (207)"
M	#612	2015/07/27	"Adam McKenzie"	"MH-10898 - Update Apache HttpComponents (3.1.7 → 4.4.1)"	entwinemedia/matterhorn	t/MH-10898-Update-HttpComponen…	develop	"Lars Kiesow (140)"
M	#611	2015/07/23	"Lukas Rohner"	"MH-10994 Improved the user directory in several ways for …"	entwinemedia/matterhorn	f/MH-10994-userdirectory-impro…	develop	"Tobias M Schiebeck (159)"
M	#610	2015/07/23	"Lukas Rohner"	"MH-10993 Implemented user and role switching"	entwinemedia/matterhorn	f/MH-10993-user-switching	develop	"Greg Logan (178)"
M	#609	2015/07/22	"Karen Dolan"	"MH-10991 Pre-filter out past calendar events"	opencast-community/matterhorn	t/MH-10991-CalendarToPreFilter…	develop	"Lars Kiesow (192)"
M	#608	2015/07/22	"Ruben Perez Vazquez"	"MH-10992 : Added explicit charset declaration to ""create …"	uni-koeln/matterhorn-uni-k-ln	t/MH-10992-mysql-charset	r/1.6.x	"Rüdiger Rolf (225)"
M	#607	2015/07/16	"Lukas Rohner"	"MH-10989 Use new response builder method streamResponse …"	entwinemedia/matterhorn	t/MH-10989-working-file-repo	develop	
M	#606	2015/07/16	"Xavier Butty"	"MH-10986 [Fix] Solve issues with Scheduling around DST …"	entwinemedia/matterhorn	t/MH-10986-Scheduling-DST-Fail…	r/2.1.x	"Greg Logan (178)"
M	#605	2015/07/16	"Lukas Rohner"	"MH-10988 Rewritten workspace"	entwinemedia/matterhorn	f/MH-10988-workspace	develop	"Greg Logan (204)"
M	#604	2015/07/16	"Lukas Rohner"	"MH-10987 Modify workflow query and workflow index to accept …"	entwinemedia/matterhorn	t/MH-10987-workflow-query	develop	"Greg Logan (156)"
M	#603	2015/07/16	"Ruben Perez Vazquez"	"Minor corrections in the 2.0 release notes"	opencast-community/matterhorn	t/minor-corrections-in-the-20-…	rd	
M	#602	2015/07/16	"Lukas Rohner"	"MH-10985 Added a service health endpoint"	entwinemedia/matterhorn	f/MH-10985-health-endpoint	develop	"Edmore Moyo (184)"
M	#601	2015/07/16	"Lukas Rohner"	"MH-10984 Extended ingest service by partial import method"	entwinemedia/matterhorn	f/MH-10984-extend-ingest-servi…	develop	"Rüdiger Rolf (18)"
M	#600	2015/07/16	"Xavier Butty"	"MH-10982 - Change languages list-providers to …"	entwinemedia/matterhorn	t/MH-10982-Customisable-Langua…	develop	"Lars Kiesow (193)"
M	#599	2015/07/16	"Xavier Butty"	"MH-10981 - Add the missing workflow configuration in the …"	entwinemedia/matterhorn	t/MH-10981-Event-Workflow-conf…	develop	"Lars Kiesow (193)"
M	#598	2015/07/16	"Xavier Butty"	"MH-10980 - Fix pagination issue when applying filter on …"	entwinemedia/matterhorn	t/MH-10980-Table-filter-pagina…	develop	"Lars Kiesow (197)"
M	#597	2015/07/16	"Xavier Butty"	"MH-10918 - Event details - Add tab for attachments, …"	entwinemedia/matterhorn	t/MH-10918-Events-Assets-tab	develop	"Rüdiger Rolf (157)"
D	#596	2015/07/16	"John Crossman"	"MH-10863, YouTube v3 integration with configurable retry, …"	johncrossman/fork-opencast-matterhorn	t/MH-10863-YouTube-upgrade	r/2.0.x	"Greg Logan (137)"
M	#595	2015/07/15	"Basil Brunner"	"MH-10852 [Improvement] Upgrade EclipseLink JPA (2.0 → 2.6) …"	entwinemedia/matterhorn	t/MH-10852-jpa-update	develop	"Ruben Perez Vazquez (186)"
M	#594	2015/07/15	"Lukas Rohner"	"MH-10335 [Improvement] Improve composer and ffmpeg …"	entwinemedia/matterhorn	f/MH-10335-composer-inspection…	develop	"Lars Kiesow (163)"
M	#593	2015/07/14	"Greg Logan"	"[Feature] MH-10979: Add load value to Jobs"	greg_logan/matterhorn	f/MH-10979-job-load	develop	"Basil Brunner (179)"
M	#592	2015/07/11	"Adam McKenzie"	"MH-10729 - Adding Stream Security to add URL signing for …"	entwinemedia/matterhorn	f/MH-10729-stream-security-one…	develop	"Rute Santos (211)"
M	#591	2015/07/10	"Lukas Rohner"	"MH-10974 Fixed foreign key constrains with no unique …"	entwinemedia/matterhorn	t/MH-10974-mysql-foreign-keys	r/2.0.x	"Rüdiger Rolf (178)"
M	#590	2015/07/09	"Ruben Perez Vazquez"	"MH-10976 : Add missing <versionRange> parameter in pom.xml"	uni-koeln/matterhorn-uni-k-ln	MH-10976-eclipse-nullpointerex…	r/2.0.x	"Greg Logan (235)"
M	#589	2015/07/09	"Lars Kiesow"	"MH-10962, Synchronize.js Licese Header"	lkiesow/matterhorn	t/MH-10962-sync-js-license	r/2.0.x	"Lukas Rohner (227)"
M	#588	2015/07/08	"Rüdiger Rolf"	"player now loads translations async"	opencast-community/matterhorn	t/MH-10975-load-translations-a…	r/2.0.x	"Greg Logan (204)"
M	#587	2015/07/08	"Lars Kiesow"	"MH-10955, Fixes for Recent Mkdocs Version"	lkiesow/matterhorn	t/MH-10955-fix-for-recent-mkdo…	r/2.0.x	"Ruben Perez Vazquez (241)"
M	#586	2015/07/07	"Lukas Rohner"	"MH-10973 Fixed inconsistency of mysql ddl and update scripts"	opencast-community/matterhorn	t/MH-10973-inconsistent-mysql	r/2.0.x	"Rüdiger Rolf (240)"
D	#585	2015/07/07	"Alexander Bias"	"The filenames on the activemq documentation page did not …"	abias/matterhorn	abias/the-filenames-on-the-act…	develop	"Lars Kiesow (186)"
M	#584	2015/07/06	"Christoph Drießen"	"MH-10969 remove ability to create ACLs with denial rules"	entwinemedia/matterhorn	t/MH-10969-acl-denial-rule	r/1.6.x	"Greg Logan (228)"
M	#583	2015/07/06	"Lars Kiesow"	"MH-10968, Add Note About Libav/FFmpeg on Ubuntu"	lkiesow/matterhorn	t/MH-10968-ubuntu-docs-libav-v…	r/2.0.x	"Ruben Perez Vazquez (242)"
M	#582	2015/07/06	"James Perrin"	"MH-10926 MH-10937 action modals respect subselections"	jperrin/matterhorn	t/MH-10926-MH-10937-respect-su…	r/2.0.x	"Xavier Butty (242)"
D	#581	2015/07/06	"Christoph Drießen"	"MH-10966 handle HTTP 403 forbidden responses in getSeries …"	entwinemedia/matterhorn	t/MH-10966-handle-403-forbidde…	r/2.0.x	
D	#580	2015/07/06	"Christoph Drießen"	"MH-10966 handle HTTP 403 forbidden responses in getSeries …"	entwinemedia/matterhorn	t/MH-10966-handle-403-forbidde…	r/1.6.x	
M	#579	2015/07/03	"Tobias Wunden"	"MH-10587 [bugfix] Fixed detection of Opencast home …"	twunden/matterhorn	opencast/t/MH-10964-start-scri…	r/2.0.x	"Greg Logan (220)"
M	#578	2015/07/01	"Basil Brunner"	"MH-10908 Switch from Apache Felix to Apache Karaf"	entwinemedia/matterhorn	t/MH-10908-karaf	develop	"Lars Kiesow (198)"
M	#577	2015/06/30	"Ruben Perez Vazquez"	"MH-10952 : Rename bundle matterhorn-execute-operations to …"	uni-koeln/matterhorn-uni-k-ln	t/MH-10952-fix-execute-naming	r/2.0.x	"Greg Logan (220)"
M	#576	2015/06/26	"Xavier Butty"	"Use SASS instead of LESS as CSS extendsion language"	entwinemedia/matterhorn	t/MH-10935-SASS-port	develop	"Tobias M Schiebeck (193)"
M	#575	2015/06/26	"Lars Kiesow"	"MH-10957, Add License Guide for Developers"	lkiesow/matterhorn	t/MH-10957-license-guide	r/2.0.x	"Ruben Perez Vazquez (250)"
M	#574	2015/06/26	"Lars Kiesow"	"MH-10872, Add Maven Dependencies to NOTICES"	lkiesow/matterhorn	t/MH-10872-mvn-deplicenses	r/2.0.x	"Ruben Perez Vazquez (253)"
M	#573	2015/06/25	"Rüdiger Rolf"	"MH-10938 reactivated viewer statistics"	opencast-community/matterhorn	t/MH-10938-views-counter	r/2.0.x	"Greg Logan (250)"
M	#572	2015/06/25	"Rüdiger Rolf"	"MH-10924 Documentation changes"	opencast-community/matterhorn	t/MH-10924-update-docs-for-log…	r/2.0.x	"Tobias Wunden (249)"
M	#571	2015/06/24	"Lars Kiesow"	"MH-10950, Fix DDL Readme"	lkiesow/matterhorn	t/MH-10950-ddl-readme	r/2.0.x	"Tobias Wunden (249)"
M	#570	2015/06/24	"Lars Kiesow"	"MH-10901, Fix Execute Service Pom Versions"	lkiesow/matterhorn	t/MH-10901-fix-execute-service…	r/2.0.x	"Ruben Perez Vazquez (254)"
M	#569	2015/06/24	"Basil Brunner"	"MH-10924 Add new Opencast logo to Admin UI header"	myniva/matterhorn	pr/MH-10924-new-logo-admin-ui-…	r/2.0.x	"Rüdiger Rolf (255)"
M	#568	2015/06/23	"Lars Kiesow"	"MH-10946, Fix Installation Documentation"	lkiesow/matterhorn	t/MH-10946-install-docs	r/2.0.x	"Ruben Perez Vazquez (254)"
M	#567	2015/06/23	"Adam McKenzie"	"MH-10940 [Bugfix] Fixing build profiles for standalone …"	opencast-community/matterhorn	t/MH-10940-Fix-Engage-Standalo…	r/2.0.x	"Lars Kiesow (256)"
M	#566	2015/06/23	"James Perrin"	"MH-10939, displays raw config values in task summary"	jperrin/matterhorn	t/MH-10939-task-config-values	r/2.0.x	
M	#565	2015/06/23	"James Perrin"	"MH-10934, Add selectable empty option if value not required"	jperrin/matterhorn	t/MH-10934-unset-event-metadat…	r/2.0.x	"Rüdiger Rolf (255)"
M	#564	2015/06/22	"Greg Logan"	"MATT-10941: Reverting part of MH-10419. StatsImpl and the …"	greg_logan/matterhorn	t/MH-10941-revert-stats-endpoi…	r/2.0.x	"Rüdiger Rolf (256)"
M	#563	2015/06/22	"James Perrin"	"MH-10929, Clarify that options add comments to event,"	jperrin/matterhorn	t/MH-10929-clarify-comment-opt…	r/2.0.x	"Rüdiger Rolf (255)"
M	#562	2015/06/18	"Lukas Rohner"	"MH-10588 Make constrains consistent"	opencast-community/matterhorn	t/MH-10588-mysql	r/2.0.x	"Karen Dolan (193)"
M	#561	2015/06/18	"Karen Dolan"	"MATT-10893 OSGi upgrade Apache commons-codec from 1.6 to …"	opencast-community/matterhorn	t/MH-10893-OSGiupgrade-commons…	develop	"Adam McKenzie (261)"
M	#560	2015/06/15	"Lukas Rohner"	"MH-10904 Improve admin UI editor to not rely on work …"	entwinemedia/matterhorn	t/MH-10904-video-editor-openca…	r/2.0.x	"James Perrin (264)"
M	#559	2015/06/12	"Adam McKenzie"	"MH-10895 - Update Apache Commons Compress (1.5 → 1.9)"	opencast-community/matterhorn	t/MH-10895-Upgrade-Apache-Comm…	develop	"Greg Logan (256)"
M	#558	2015/06/12	"Lars Kiesow"	"MH-10930, Fix missing German translation"	lkiesow/matterhorn	t/MH-10930-de-translation	r/2.0.x	"Ruben Perez Vazquez (267)"
M	#557	2015/06/12	"Lars Kiesow"	"MH-10928, Adjust loglevel in DictionaryService"	lkiesow/matterhorn	t/MH-10928-dictionaryservice-d…	r/2.0.x	"Greg Logan (267)"
M	#556	2015/06/12	"Lars Kiesow"	"MH-10872, Relicense httpInterceptor"	lkiesow/matterhorn	t/MH-10872-relicense-httpInter…	r/2.0.x	"Basil Brunner (264)"
M	#555	2015/06/12	"Rüdiger Rolf"	"MH-10924 new opencast logo update"	opencast-community/matterhorn	t/MH-10924-new-logos	r/2.0.x	"Basil Brunner (264)"
M	#554	2015/06/11	"Henning S."	"MH-10701 Remove useless space"	hstruebe/ocmh	MH-10701-scrolling-required	r/2.0.x	"James Perrin (268)"
M	#553	2015/06/10	"Lars Kiesow"	"MH-10921, Make job states easier distinguishable"	lkiesow/matterhorn	t/MH-10921-job-state-names	r/2.0.x	"Karen Dolan (269)"
M	#552	2015/06/10	"Lars Kiesow"	"MH-10730, Deactivate Jasmine Tests in Theodule Core"	lkiesow/matterhorn	t/MH-10730-deactivate-jasmine-…	r/2.0.x	"Lukas Rohner (269)"
